bar_id,bar_pub_name,borough,building,address,zip,phone,latitude,longitude,score,grade,grade_dt,yelp_image_url,yelp_url,yelp_rating,yelp_price,day_0_hours_start,day_0_hours_end,day_1_hours_start,day_1_hours_end,day_2_hours_start,day_2_hours_end,day_3_hours_start,day_3_hours_end,day_4_hours_start,day_4_hours_end,day_5_hours_start,day_5_hours_end,day_6_hours_start,day_6_hours_end
50006582,E'S BAR,Manhattan,511,AMSTERDAM AVENUE,10024,2128770961,40.78669944,-73.97571486,10,A,2019-06-01,https://s3-media2.fl.yelpcdn.com/bphoto/s_n3rI6L-ga4FhZimQPOPA/o.jpg,https://www.yelp.com/biz/es-bar-new-york?adjust_creative=pX19ggnfgJJ4FZOQklOuNA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=pX19ggnfgJJ4FZOQklOuNA,4.0,$$,1700,2300,1700,0,1700,0,1600,200,1400,200,1200,200,1200,2300,1
50099828,MILK BAR,Manhattan,235,WEST   57 STREET,10019,2128435100,40.76631254,-73.98190275,4,A,2020-03-10,https://s3-media3.fl.yelpcdn.com/bphoto/9OTH_QJTXK0LVuW9vJ5h3Q/o.jpg,https://www.yelp.com/biz/milk-bar-new-york-11?adjust_creative=pX19ggnfgJJ4FZOQklOuNA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=pX19ggnfgJJ4FZOQklOuNA,3.5,$$,900,100,900,100,900,100,900,100,900,100,900,100,900,100,1
50099834,NORDSTROM SHOE BAR,Manhattan,225,WEST   57 STREET,10019,2122952000,40.76606542,-73.98131799,4,A,2020-02-26,https://s3-media4.fl.yelpcdn.com/bphoto/oDYB7iyqIjyvdf-azrvkRQ/o.jpg,https://www.yelp.com/biz/dsw-designer-shoe-warehouse-new-york?adjust_creative=pX19ggnfgJJ4FZOQklOuNA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=pX19ggnfgJJ4FZOQklOuNA,3.5,$$,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,1000,2000,1
50036394,BROWN SUGAR BAR & RESTAURANT,Manhattan,5060,BROADWAY,10034,6466883504,40.86991909,-73.91575394,10,A,2019-10-30,https://s3-media1.fl.yelpcdn.com/bphoto/NSAqPzU9J4zMtuznKFxnIQ/o.jpg,https://www.yelp.com/biz/brown-sugar-restaurant-new-york?adjust_creative=pX19ggnfgJJ4FZOQklOuNA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=pX19ggnfgJJ4FZOQklOuNA,3.5,$$$,1600,200,1600,200,1600,200,1600,200,1600,200,1200,0,1200,0,1
50101452,SMOOTHIE JUICE BAR,Manhattan,1111,AVENUE OF THE AMERICAS,10036,7043285090,40.75522126,-73.98384767,12,A,2022-08-03,https://s3-media4.fl.yelpcdn.com/bphoto/Gq0rf_eFgdLlsIVqv8ALRg/o.jpg,https://www.yelp.com/biz/madhufalla-organic-juice-and-smoothie-bar-new-york?adjust_creative=pX19ggnfgJJ4FZOQklOuNA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=pX19ggnfgJJ4FZOQklOuNA,4.5,$$,800,2200,800,2200,800,2200,800,2200,800,2200,1000,2200,1000,2200,1
50050253,JONES DAY CAFE & COFFEE BAR,Manhattan,250,VESEY STREET,10281,2129017027,40.71452196,-74.0156771,11,A,2022-04-15,https://s3-media2.fl.yelpcdn.com/bphoto/h2uyvOZ3dCMhdxUC_2oeig/o.jpg,https://www.yelp.com/biz/la-colombe-coffee-new-york-2?adjust_creative=pX19ggnfgJJ4FZOQklOuNA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=pX19ggnfgJJ4FZOQklOuNA,4.5,$$,730,1830,730,1830,730,1830,730,1830,730,1830,730,1830,730,1830,1
50100341,JORDAN JUICE AND SALAD BAR,Manhattan,4462,BROADWAY,10040,6468691563,40.85692287,-73.93250793,13,A,2020-01-09,https://s3-media2.fl.yelpcdn.com/bphoto/lsEG8RJTLwxEB46wEQDhYQ/o.jpg,https://www.yelp.com/biz/jordans-juice-and-salad-bar-new-york?adjust_creative=pX19ggnfgJJ4FZOQklOuNA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=pX19ggnfgJJ4FZOQklOuNA,3.0,,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300,1030,2200,1
41112524,ADRIENNE'S PIZZA BAR,Manhattan,54,STONE STREET,10004,2122483838,40.70440261,-74.01021056,22,Z,2022-08-09,https://s3-media4.fl.yelpcdn.com/bphoto/F0Afra-EmvtsXfOfHY3O_Q/o.jpg,https://www.yelp.com/biz/adriennes-pizzabar-new-york?adjust_creative=pX19ggnfgJJ4FZOQklOuNA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=pX19ggnfgJJ4FZOQklOuNA,4.0,$$,1130,2300,1130,2300,1130,2300,1130,0,1130,0,1130,0,1130,2200,1
41497832,INWOOD LOCAL WINE BAR & BEER GARDEN,Manhattan,4957,BROADWAY,10034,2125448900,40.8679352,-73.92038444,9,A,2019-11-06,https://s3-media3.fl.yelpcdn.com/bphoto/IdW7hYA-KPWjEU28pS3Mrg/o.jpg,https://www.yelp.com/biz/whiskey-tavern-new-york?adjust_creative=pX19ggnfgJJ4FZOQklOuNA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=pX19ggnfgJJ4FZOQklOuNA,4.5,$$,1200,200,1200,200,1200,200,1200,200,1200,400,1200,400,1200,200,1
40367189,BROOME STREET BAR,Manhattan,363,WEST BROADWAY,10013,2129252086,40.72311686,-74.00312428,10,A,2022-01-13,https://s3-media2.fl.yelpcdn.com/bphoto/VC8NrI7Cmb4VFM4Euf0Tyw/o.jpg,https://www.yelp.com/biz/broome-street-bar-new-york-3?adjust_creative=pX19ggnfgJJ4FZOQklOuNA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=pX19ggnfgJJ4FZOQklOuNA,3.5,$$,1100,130,1100,130,1100,130,1100,130,1100,230,1100,230,1100,130,1
50073673,TANOSHI SUSHI SAKE BAR,Manhattan,1372,YORK AVENUE,10021,9172658254,40.76766854,-73.95313319,9,A,2020-03-13,https://s3-media3.fl.yelpcdn.com/bphoto/9Lq02-rtpaTJh_gnGfoSJw/o.jpg,https://www.yelp.com/biz/tanoshi-sushi-sake-bar-new-york?adjust_creative=pX19ggnfgJJ4FZOQklOuNA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=pX19ggnfgJJ4FZOQklOuNA,4.5,$$$$,1800,2200,1800,2200,1800,2200,1800,2200,1800,2200,1800,2200,1800,2200,1
41254923,AYZA CAFE & WINE BAR,Manhattan,11,WEST   31 STREET,10001,2127142992,40.74683089,-73.98664308,11,A,2022-04-20,https://s3-media4.fl.yelpcdn.com/bphoto/NBmSmFpDQudnoawfw8pdrw/o.jpg,https://www.yelp.com/biz/ayza-wine-and-chocolate-bar-new-york-6?adjust_creative=pX19ggnfgJJ4FZOQklOuNA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=pX19ggnfgJJ4FZOQklOuNA,4.0,$$,1600,2300,1600,2300,1600,2300,1600,2300,1600,0,1100,0,1100,2300,1
41607653,OBICA MOZZARELLA BAR,Manhattan,590,MADISON AVENUE,10022,2123552217,40.76213864,-73.97247861,8,Z,2022-03-16,https://s3-media2.fl.yelpcdn.com/bphoto/vNocRV3sHNc_QpdRXXNYBQ/o.jpg,https://www.yelp.com/biz/obic%C3%A0-mozzarella-bar-pizza-e-cucina-new-york-6?adjust_creative=pX19ggnfgJJ4FZOQklOuNA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=pX19ggnfgJJ4FZOQklOuNA,3.5,$$,1200,2100,1200,2100,1200,2100,1200,2100,1200,2130,1200,2130,1200,2000,1
50109949,LANGOS BAR,Manhattan,137,RIVINGTON STREET,10002,3474210062,40.71946281,-73.98637441,12,A,2022-06-07,https://s3-media2.fl.yelpcdn.com/bphoto/-kvzTcrqyXse9nqPdxqveg/o.jpg,https://www.yelp.com/biz/langos-bar-new-york?adjust_creative=pX19ggnfgJJ4FZOQklOuNA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=pX19ggnfgJJ4FZOQklOuNA,4.0,,,,,,,,,,,,,,,,1
41331076,55 BAR,Manhattan,55,CHRISTOPHER STREET,10014,2129299883,40.73371168,-74.00218302,13,A,2019-05-14,https://s3-media3.fl.yelpcdn.com/bphoto/0JF5nBRJPdxKALlCwM9kaA/o.jpg,https://www.yelp.com/biz/sky-55-bar-and-grill-new-york?adjust_creative=pX19ggnfgJJ4FZOQklOuNA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=pX19ggnfgJJ4FZOQklOuNA,4.5,$$,1130,2200,1130,2200,1130,2200,1130,2230,1130,2200,,,,,1
