CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE
50099012,POPEYES,Brooklyn,259,VANDERVOORT AVENUE,11211
50095648,WOK WOK RESTAURANT,Bronx,5,EAST  208 STREET,10467
50046135,INFINITEA NY,Queens,2309,ASTORIA BLVD,11102
50107403,WINGSTOP,Manhattan,4051,BROADWAY,10032
50116844,Pizza Rollio,Queens,4005,SKILLMAN AVE,11104
40560945,AMBASSADOR THEATRE,Manhattan,219,WEST   49 STREET,10019
50065191,NOBLESSE HOUSE,Queens,14938,41ST AVE,11355
50104898,LAGOS RESTAURANT & LOUNGE,Manhattan,306,EAST   49 STREET,10017
50124507,,Manhattan,100,PEARL STREET,10004
50093570,NYONYA,Manhattan,199,GRAND STREET,10013
41664735,EMILY BAR RESTAURANT,Queens,3564,95TH ST,11372
50113747,NOAHS KITCHEN,Brooklyn,2013,CONEY ISLAND AVENUE,11223
50125792,CAFE JOAH,Manhattan,212,AVENUE A,10009
41012120,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1014,NOSTRAND AVENUE,11225
40720288,LE CHARLOT,Manhattan,19,EAST   69 STREET,10021
41631374,LIBERTY BAR,Queens,11000,ROCKAWAY BOULEVARD,11420
50069802,MADE IN MEXICO,Manhattan,247,EAST  111 STREET,10029
50116391,Earthen,Brooklyn,226,7 AVENUE,11215
41222773,DUNKIN' / BASKIN ROBBINS,Manhattan,55,WEST   55 STREET,10019
50122469,PASTITALIA,Manhattan,264,LENOX AVENUE,10027
50114299,Sereneco,Brooklyn,113,FRANKLIN STREET,11222
50002636,STARBUCKS,Brooklyn,1417,KINGS HIGHWAY,11229
50046567,PRINCE COFFEE HOUSE,Bronx,2306,ARTHUR AVENUE,10458
50109620,EL PATIO,Queens,218-21,JAMAICA AVENUE,11428
50116435,,Brooklyn,2307,65 STREET,11204
50114211,LUCKY CORNER,Brooklyn,1526,NEPTUNE AVENUE,11224
50108618,VILLAINS HIDEOUT,Brooklyn,63,SUTTER AVENUE,11212
50037193,THE JUICE SHOP,Manhattan,7,PENN PLZ,10001
50082929,GIANNI'S,Queens,8113,NORTHERN BLVD,11372
50004171,Buonissima Pizzeria,Brooklyn,7203,20 AVENUE,11204
50006271,DUNKIN,Queens,18905,LINDEN BLVD,11412
50090045,ROSE CAKE HOUSE,Queens,4327,MAIN ST,11355
50092228,JALOPY THEATRE,Brooklyn,315,COLUMBIA STREET,11231
50114314,TEN DEGREES,Manhattan,121,SAINT MARKS PLACE,10009
50105709,JOSE LUIS,Manhattan,186,AVENUE B,10009
50042319,LITTLE MISS MUFFIN N HER STUFFIN,Brooklyn,768,WASHINGTON AVENUE,11238
50084079,Momo Fuku Noodle Bar,Manhattan,10,COLUMBUS CIRCLE,10019
50081016,HARISSA GRILL,Queens,3030,47TH AVE,11101
50073063,CROWN FRIED CHICKEN,Brooklyn,83,LIVONIA AVENUE,11212
50081569,MINAMI SUSHI & BAR,Brooklyn,299,SOUTH    4 STREET,11211
41612549,DUNKIN',Bronx,1752,CROSBY AVENUE,10461
50090275,AMERICAN AIRLINES ADMIRALS CLUB,Queens,NKA,LA GUARDIA AIRPORT,11369
41702813,"DUNKIN', 'BASKIN ROBBINS",Brooklyn,7602,13 AVENUE,11228
50105163,ZARO'S FAMILY BAKERY,Manhattan,625,8 AVENUE,10018
50058063,1 HOTEL BROOKLYN BRIDGE,Brooklyn,90,FURMAN STREET,11201
50109831,CHEESEBOAT,Manhattan,747,9 AVENUE,10019
50005800,SUPER TIGER DELI,Queens,4701,FRANCIS LEWIS BLVD,11361
50105682,UNCLE SAM PIZZA,Manhattan,17,CLINTON STREET,10002
40676550,THE BLACK SHEEP,Manhattan,583,3 AVENUE,10016
50092128,TACO BELL,Manhattan,1614,2 AVENUE,10028
40648876,WESTSIDE TAVERN,Manhattan,360,WEST   23 STREET,10011
50000705,ANARKALI INDIAN FOOD,Brooklyn,1125,CHURCH AVENUE,11218
50103221,THE HIDEOUT CAFE,Brooklyn,7810,20 AVENUE,11214
50106477,ROCHDALE CHICKEN AND FISH 90Z,Brooklyn,1060,RUTLAND ROAD,11212
41463483,DUNKIN,Staten Island,655,ROSSVILLE AVENUE,10309
40689434,FELLA'S BAR,Bronx,522,CITY ISLAND AVENUE,10464
50110868,OCEAN EATS,Brooklyn,865,4 AVENUE,11232
40513184,ACE BAR,Manhattan,531,EAST    5 STREET,10009
50038039,BAGELS & CO,Manhattan,500,EAST   76 STREET,10021
41575838,GOLD STAR JERK CENTER,Bronx,3768,WHITE PLAINS ROAD,10467
50118647,Miss Madeleine,Manhattan,400,EAST   82 STREET,10028
50087766,LIDIA'S PLAY CAFE,Queens,7106,FRESH POND RD,11385
50034874,DIAMOND DOGS,Queens,3404,31ST AVE,11106
50092961,PHO MEKONG RESTAURANT,Queens,15634,NORTHERN BLVD,11354
50051967,GONG CHA,Queens,90-15,QUEENS BOULEVARD,11373
40799991,SURF BAR,Brooklyn,139,NORTH    6 STREET,11249
50105514,CAFFE BENE,Manhattan,9,EDWARD M MORGAN PLACE,10032
41630095,DUNKIN,Queens,10227,ROOSEVELT AVENUE,11368
50098235,DOUBLE TWISTER ICE CREAM AND COFFEE SHOP,Manhattan,1443,YORK AVENUE,10075
50051701,JUICE PRESS,Manhattan,100,10 AVENUE,10011
50110474,DI FARINA,Brooklyn,2811,CROPSEY AVENUE,11214
40368025,THE PECKING ORDER,Bronx,2300,SOUTHERN BOULEVARD,10460
50037645,JOE'S PIZZA,Brooklyn,216,BEDFORD AVENUE,11249
50104318,BURGER UR WAY,Brooklyn,465,LINCOLN PLACE,11238
40582271,LECHON HORNADO ECUATORIANO,Queens,7618,ROOSEVELT AVENUE,11372
50111965,THE 37  XIANG SEA FOOD HOT POT BUFFET,Queens,13521,37TH AVE,11354
50056652,IKA SUSHI,Brooklyn,8512,BAY PARKWAY,11214
41420036,SPIN NEW YORK,Manhattan,304,PARK AVENUE SOUTH,10010
50049564,BLUE CAFE RESTAURANT,Brooklyn,1563B,FULTON STREET,11216
50080543,ANGELOS PIZZERIA,Queens,3903,103RD ST,11368
40917772,BUCKLEY'S BAR & RESTAURANT,Brooklyn,2926,AVENUE S,11229
50054957,BAKED BY MELISSA,Queens,NKA,JFK INTERNATIONAL AIRPORT,11430
40988528,LA STRADA PIZZERIA RESTAURANT,Brooklyn,5023,10 AVENUE,11219
50087245,DA TANG SZECHUAN,Manhattan,18,WEST   38 STREET,10018
50118800,FILÉ GUMBO BAR,Manhattan,275,CHURCH STREET,10013
50012093,MIMI CHENG'S DUMPLINGS,Manhattan,179,2 AVENUE,10003
40363920,NEW GOLDEN BILLION,Brooklyn,976,RUTLAND ROAD,11212
40384458,DREAM PIZZA,Queens,3767,JUNCTION BOULEVARD,11368
50076942,ROLLING COW,Brooklyn,5100,KINGS PLAZA,11234
50125630,PECKING HOUSE,Brooklyn,244,FLATBUSH AVENUE,11217
40873692,LUIGI'S CATERING,Queens,11208,101 AVENUE,11419
50124737,CROWN FRIED CHICKEN,Brooklyn,822,MYRTLE AVENUE,11206
50009804,PIE PIE PIZZA,Manhattan,924,COLUMBUS AVENUE,10025
50065915,LEVANTE,Queens,2621,JACKSON AVE,11101
50085809,OXIDO,Manhattan,1450,BROADWAY,10018
50082364,CROWN FRIED CHICKEN,Brooklyn,3402,CHURCH AVENUE,11203
50068217,Davry Kosher Sports Bar,Brooklyn,722,KINGS HIGHWAY,11223
50056869,BAR 58,Manhattan,538,WEST   58 STREET,10019
50060914,CIELITO RESTAURANT,Queens,3302,36TH AVE,11106
50115731,,Bronx,230,EAST  181 STREET,10457
41389636,MR. VIGG'S,Bronx,5670,MOSHOLU AVENUE,10471
50114783,,Queens,JFK,TERMINAL 1,11430
40862803,NOSH EXPRESS,Brooklyn,2817,NOSTRAND AVENUE,11229
50016536,STARBUCKS,Manhattan,2,WEST   45 STREET,10036
50110283,DINNER PARTY BK,Brooklyn,86,SOUTH PORTLAND AVENUE,11217
50065564,THE PUBLIC NEW YORK,Manhattan,215,CHRYSTIE STREET,10002
41712818,A LOVE FOR CAKES,Queens,60-16,FRESH POND ROAD,11378
41708888,ACHILLES HEEL,Brooklyn,180,WEST STREET,11222
50035721,JUST SALAD,Brooklyn,252,7 AVENUE,11215
50018857,GYRO WORLD,Queens,6657,FRESH POND RD,11385
50112117,OCHO RIOS SEAFOOD AND LOUNGE,Brooklyn,1810,FLATBUSH AVENUE,11210
50069432,ACAPELLA 238 PIZZERIA,Bronx,124,WEST  238 STREET,10463
41672156,WILLIAMSBURG PIZZA,Brooklyn,265,UNION AVENUE,11211
50104187,RAMEN JIN,Queens,18516,HORACE HARDING EXPY,11365
41634968,CONVENE,Manhattan,810,7 AVENUE,10019
50047328,KORYODANG BAKERY & CAFE,Queens,3702,UNION ST,11354
50088958,GOPCHANG STORY,Queens,16018,NORTHERN BLVD,11358
50125337,CARLITOS 2 PANADERIA,Queens,16905,JAMAICA AVE,11432
50123321,EL RINCONCITO MIX MEXICANO,Brooklyn,774,SAINT JOHNS PLACE,11216
41142962,STARBUCKS,Manhattan,80,DELANCEY STREET,10002
50113701,BLANK STREET,Brooklyn,225,WYTHE AVENUE,11249
50103586,HUDSON SMOKEHOUSE,Bronx,37,BRUCKNER BOULEVARD,10454
50054964,GEO'S PIZZERIA,Queens,13512,JAMAICA AVE,11418
50124268,SOFIA PIZZA SHOPPE,Manhattan,989,1 AVENUE,10022
50053020,LA COLOMBE,Manhattan,7,BRYANT PARK,10018
50012785,MIKE'S BISTRO,Manhattan,127,EAST   54 STREET,10022
50012109,RAVAGH PERSIAN GRILL,Manhattan,1135,1 AVENUE,10065
41690254,THE FLATIRON ROOM,Manhattan,37,WEST   26 STREET,10010
41377019,FINO,Queens,3913,BELL BOULEVARD,11361
41245387,PETIT CREVETTE,Brooklyn,144,UNION STREET,11231
50108883,NW HOT POT,Queens,13620,ROOSEVELT AVE,11354
50084567,GRAND SICHUAN EASTERN,Manhattan,172,8 AVENUE,10011
50046813,RED HOUSE,Bronx,1229,FRANKLIN AVENUE,10456
50053833,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Queens,16510,JAMAICA AVE,11432
50006556,CHERRY VALLEY DELI,Queens,1229,150TH ST,11357
50106502,LA SIERRA,Queens,9422,LIBERTY AVE,11417
50118504,PATIS BAKERY,Manhattan,750,8 AVENUE,10036
50008223,SUBWAY,Bronx,597,EAST TREMONT AVENUE,10457
50108822,AMPLE HILLS CREAMERY,Brooklyn,445,ALBEE SQUARE,11201
40399560,SARDIS RESTAURANT,Manhattan,234,WEST   44 STREET,10036
50081351,PANDA EXPRESS #2845,Queens,16002,JAMAICA AVE,11432
50109579,harlem joe,Manhattan,1469,5 AVENUE,10035
50019178,PARIS BAGUETTE,Brooklyn,97,COURT STREET,11201
50126099,,Manhattan,1553,2 AVENUE,10028
50095429,FAMILI,Queens,22012,HORACE HARDING EXPY,11364
50033668,BROOKLYN ROASTING WORKS,Manhattan,50,WEST   23 STREET,10010
41280221,WOORIJIP,Manhattan,12,WEST   32 STREET,10001
50073880,COURT STREET GROCERS LUNCH,Brooklyn,378,METROPOLITAN AVENUE,11211
41521807,SARGE'S,Manhattan,548,3 AVENUE,10016
50121525,SUNRISE BAKERY,Brooklyn,316,KINGS HIGHWAY,11223
50087368,"POPEYES, BURGER KING",Brooklyn,290,UTICA AVENUE,11213
50123301,,Brooklyn,8413,20 AVENUE,11214
50124074,AMBER,Manhattan,103,WEST   70 STREET,10023
50007745,THE SMILE OF THE BEYOND,Queens,86-14,PARSONS BOULEVARD,11432
50109838,,Queens,3809,UNION ST,11354
50105426,EUGENE MILLER,Manhattan,782,AMSTERDAM AVENUE,10025
41017592,KIMGANAE RESTAURANT,Queens,39-12,UNION STREET,11354
50076589,ME-DO DESSERTS,Brooklyn,3,BAY   25 STREET,11214
50048243,DUNKIN BASKIN ROBBINS,Brooklyn,1285,BROADWAY,11221
50108614,EL MAS SABROSO JUICE BAR,Manhattan,501,WEST  167 STREET,10032
50125469,,Staten Island,2,MINTHORNE STREET,10301
50121289,MR Z DIM SUM,Manhattan,313,6 AVENUE,10014
41382526,JOEL'S BAKERY,Queens,1615,PALMETTO STREET,11385
50100058,BAKED CHEESE HAUS,Manhattan,42,WEST   42 STREET,10036
50093311,900 DU CHUAN GONG RESTAURANT,Queens,4318,MAIN ST,11355
50114976,787 COFFEE,Manhattan,66,PEARL STREET,10004
50003157,NEW YORK SPA & SAUNA CAFE,Queens,149-06,NORTHERN BOULEVARD,11354
50092023,GO GO CURRY,Manhattan,12,JOHN STREET,10038
50039890,NEW CHINA DELIGHT,Queens,9902,37TH AVE,11368
41545062,MIZUMI,Queens,23110,NORTHERN BOULEVARD,11363
50104967,THE ORIGINAL HOT DOG FACTORY,Brooklyn,44,5 AVENUE,11217
50125027,the cafe,Staten Island,1903,VICTORY BOULEVARD,10314
50118789,,Queens,9712,ROCKAWAY BEACH BLVD,11693
41660253,THE MONRO,Brooklyn,481,5 AVENUE,11215
50090498,OCHI JERK PLACE,Queens,12614,MERRICK BLVD,11434
40933506,GANNI'S PIZZERIA,Brooklyn,652,MYRTLE AVENUE,11205
50059006,GLAZE TERIYAKI,Brooklyn,145,NORTH    4 STREET,11211
50106123,Vestry,Manhattan,246,SPRING STREET,10013
50036552,CHIPTOLE MEXICAN GRILL #2407,Brooklyn,1325,KINGS HIGHWAY,11229
41130849,PATZERIA'S PERFECT PIZZA,Manhattan,231,WEST   46 STREET,10036
50105536,SILVER STAR CR,Brooklyn,6221,18 AVENUE,11204
50104650,CHITO GVRITO,Manhattan,173,3 AVENUE,10003
50109298,OSTERIA DEL PORTO,Manhattan,212,FRONT STREET,10038
50108698,THE BEST ISTANBUL GYRO,Brooklyn,8602,3 AVENUE,11209
50075751,GRAN CAFFE DE MARTINI,Brooklyn,609,VANDERBILT AVENUE,11238
41694244,MR. BRUNO'S PIZZA,Queens,7563,31 AVENUE,11370
50119199,NEW DOSA GARDEN,Staten Island,323,VICTORY BOULEVARD,10301
50119673,DOS TOROS,Manhattan,1,STATE STREET,10004
50052663,SET BAR LOUNGE & BILLARDS,Brooklyn,1828,MCDONALD AVENUE,11223
50098862,J. BESPOKE / IRVING FARM NEW YORK,Manhattan,121,EAST   27 STREET,10016
50105369,RALPH'S FAMOUS ITALIAN ICES AND ICE CREAM,Manhattan,145,AVENUE A,10009
41218096,CHIPOTLE MEXICAN GRILL,Manhattan,864,BROADWAY,10003
50121003,,Queens,3613,COLLEGE POINT BLVD,11354
41701697,SUZUME,Brooklyn,545,LORIMER STREET,11211
50103081,ANGELES BAKERY,Brooklyn,729,FLUSHING AVENUE,11206
50099704,MASTER'S PIZZERIA,Brooklyn,5201,5 AVENUE,11220
40699907,GIGINO AT WAGNER PARK,Manhattan,20,BATTERY PLACE,10004
50044312,CHINA LONG,Brooklyn,197,NEPTUNE AVENUE,11235
50111835,HOLIDAY INN,Queens,6406,QUEENS BLVD,11377
41597632,LA CASA DEL POLLO PERUANO,Queens,9409,ROOSEVELT AVENUE,11372
50110200,TAP NYC,Manhattan,115,DELANCEY STREET,10002
50105393,SEMKEH LEBANESE GRILL,Brooklyn,53,MORGAN AVENUE,11237
40401173,BIG BAR,Manhattan,73,EAST    7 STREET,10003
41648523,LA VARA,Brooklyn,268,CLINTON STREET,11201
41374209,JOHN'S FRIED CHICKEN,Manhattan,512,WEST  207 STREET,10034
50100930,LIPS CAFE,Brooklyn,1412,NOSTRAND AVENUE,11226
50104782,PAGE ONE,Brooklyn,960,ATLANTIC AVENUE,11238
50065381,HANG YAN,Queens,13514,JAMAICA AVE,11418
50103438,CAVA MEZZO GRILL,Manhattan,280,MADISON AVENUE,10016
50057753,ALEX'S PIZZA & DELI,Queens,7020,35TH AVE,11372
41448559,HIGHLANDS RESTAURANT,Manhattan,150,WEST   10 STREET,10014
50109196,CHICKEN STOP,Brooklyn,110,DEKALB AVENUE,11201
50044520,GOLD BAR B BT6,Manhattan,4,PENN PLZ,10121
50104478,VILLAGE CREPERIE,Manhattan,445,EAST    9 STREET,10009
41219576,EMPERADOR ELIAS RESTAURANT,Brooklyn,274,BROADWAY,11211
41700017,LITTLE CAESARS,Queens,8610,ROOSEVELT AVENUE,11372
41463800,CHANCE 11,Brooklyn,895,FULTON STREET,11238
41168748,DUNKIN,Bronx,880,GARRISON AVENUE,10474
41466358,WOLFGANG'S STEAKHOUSE,Manhattan,200,EAST   54 STREET,10022
50109028,WASHINGTON AVE FAST FOOD LLC,Bronx,1915,WASHINGTON AVENUE,10457
50078782,BAR VELOCE,Manhattan,862,9 AVENUE,10019
41352188,WHISKEY TAVERN,Manhattan,79,BAXTER STREET,10013
50101068,JOE'S SHANGHAI RESTAURANT,Manhattan,46-48,BOWERY,10013
41393345,DEEP BLUE ON THE FLY,Queens,0,TERMINAL 5,
50087821,CHINA SING RESTAURANT,Queens,10916,SUTPHIN BLVD,11435
50119533,,Brooklyn,7123,FORT HAMILTON PARKWAY,11228
50105965,CROWN ALLEY NYC,Manhattan,263,WEST   19 STREET,10011
40402369,COLONY CLUB,Manhattan,564,PARK AVENUE,10065
50057793,ORCHARD GROCER,Manhattan,78,ORCHARD STREET,10002
41716115,POLLO CAMPERO,Queens,10326,ROOSEVELT AVENUE,11368
41469854,CHINA PAGODA,Brooklyn,6918,5 AVENUE,11209
50056945,UNION SQUARE CAFE/ DAILY PROVISIONS,Manhattan,101,EAST   19 STREET,10003
50088644,EL JEFE CANTINA SPORTS BAR,Manhattan,186,DYCKMAN STREET,10040
40881793,SUBWAY,Queens,14604,JAMAICA AVENUE,11435
50079951,MULBERRY & VINE,Brooklyn,55,PROSPECT STREET,11201
40605511,DOMINO'S,Manhattan,409,WEST  125 STREET,10027
50111365,INK,Manhattan,2363,7 AVENUE,10030
50106488,BAREBURGER,Manhattan,155,WILLIAM STREET,10038
50099775,NO CHEWING ALLOWED!,Manhattan,20,UNION SQUARE WEST,10003
50091365,MOTIN SWEETS & MASALA,Queens,15333,HILLSIDE AVE,11432
50041026,NORTH POLE,Brooklyn,428,BERGEN STREET,11217
41257059,PANADERIA LA MIXTECA POBLANA & DELI,Staten Island,104,VICTORY BOULEVARD,10301
41665611,RIC'S LOUNGE,Brooklyn,1557,FULTON STREET,11216
50066911,CAFE WATER,Manhattan,130,WATER STREET,10005
50106337,URSULA,Brooklyn,724,STERLING PLACE,11216
50087225,CHUBBY BURGERS & CHICKEN,Queens,3005,36TH AVE,11106
50065361,NAPOLI'S BISTRO,Queens,2851,42ND ST,11103
50110099,DOLCE BROOKLYN,Brooklyn,204,SACKETT STREET,11231
50085781,TACO BELL,Bronx,2036,JEROME AVENUE,10453
50093485,VECHE 7 ENTERTAINEMENT,Queens,3613,164TH ST,11358
41471348,PINKERTON WINE BAR,Brooklyn,263,NORTH    6 STREET,11211
50064910,GOLDEN PALACE,Bronx,1455,UNIONPORT ROAD,10462
41078097,HAE WOON DAE RESTAURANT,Queens,75-32,BROADWAY,11373
50118669,ISLAND CUISINE RESTAURANT AND SMOOTHIE BAR,Manhattan,2492,AC POWELL BOULEVARD,10030
41576836,DELI ON MADISON,Manhattan,420,MADISON AVENUE,10017
40402428,DOWN TOWN ASSOCIATION,Manhattan,60,PINE STREET,10005
50047414,THE PICNIC BASKET,Manhattan,65,WEST   37 STREET,10018
50045375,LETTUCE EAT,Bronx,1633,CROSBY AVENUE,10461
50107778,AREA 53,Brooklyn,160,SCOTT AVENUE,11237
50117122,Auntie Anne's,Bronx,200,BAYCHESTER AVENUE,10475
41580756,ROTI ON THE RUN,Brooklyn,189,NORWOOD AVENUE,11208
50080323,IMMANUEL RESTAURANT,Brooklyn,799,STANLEY AVENUE,11207
50043698,VIVI BUBBLE TEA,Manhattan,18A,WEST   14 STREET,10011
41642251,LITTLE CAESARS,Bronx,15,EAST  167 STREET,10452
50125154,,Queens,6360,108TH ST,11375
41524723,DUNKIN,Queens,13541,ROOSEVELT AVENUE,11354
41710646,WINDY CITY ALE HOUSE,Brooklyn,7915,3 AVENUE,11209
50059022,CULTURE 307,Manhattan,307,WEST   38 STREET,10018
50115330,,Manhattan,113,JANE STREET,10014
41166881,5 ESTRELLA BAKERY,Manhattan,3861,BROADWAY,10032
41366519,STARBUCKS,Manhattan,1411,6 AVENUE,10019
41219088,THE WAVERLY INN,Manhattan,16,BANK STREET,10014
50091401,KUNG FU TEA,Manhattan,4053,BROADWAY,10032
50120608,NAYA Mezze & Grill,Manhattan,1057,2 AVENUE,10022
41701232,POLLOS DONA MARIA,Queens,9303,JAMAICA AVENUE,11421
50080855,KING OF THE SEA,Brooklyn,1102,BEDFORD AVENUE,11216
50077770,ISLAND BITES,Manhattan,2107,1 AVENUE,10029
50075656,SETSUGEKKA,Manhattan,74,EAST    7 STREET,10003
50068251,ICE CREAM HOUSE ON AVE M,Brooklyn,1725,AVENUE M,11230
50007015,EMIR PALACE,Brooklyn,4210,18 AVENUE,11218
50086878,TWO BRIDGE'S DINER,Manhattan,89,CANAL STREET,10002
50117056,FAME ENTERTAINMENT NYC,Brooklyn,207,JOHNSON AVENUE,11206
41537422,SALERNO PIZZA,Queens,2924,30 AVENUE,11102
41484282,THE PURPLE ROSE BAR,Brooklyn,7217,8 AVENUE,11228
41670288,CHOP'T,Manhattan,120,WEST   56 STREET,10019
40743578,EL RUMBERO BAR RESTAURANT,Queens,8205,NORTHERN BOULEVARD,11372
40389175,ROYAL PIZZA,Brooklyn,945,PENNSYLVANIA AVENUE,11207
50076583,SZECHUAN GARDEN,Manhattan,239,WEST  105 STREET,10025
50087131,VICTORIA G'S PIZZERIA,Queens,8905,METROPOLITAN AVE,11374
50124738,,Bronx,1605,WILLIAMSBRIDGE ROAD,10461
40998515,HEARTH,Manhattan,403,EAST   12 STREET,10009
41636384,BELL DINER,Queens,21525,73 AVENUE,11364
50109137,JUICY KING CRAB EXPRESS,Bronx,786,ALLERTON AVENUE,10467
50008876,SIMON'S,Bronx,2479,ARTHUR AVENUE,10458
40750062,PANEANTICO BAKERY,Brooklyn,9124,3 AVENUE,11209
50016857,"SUBWAY, KRISPY KRUNCHY CHICKEN",Queens,13011,N CONDUIT AVE,11420
40643163,SHADE,Manhattan,241,SULLIVAN STREET,10012
41429004,ALTUS CAFE,Manhattan,4325,BROADWAY,10033
41666383,BOCCA DI BACCO,Manhattan,167,9 AVENUE,10011
50124384,JIN RAMEN,Manhattan,3599,BROADWAY,10031
41716943,STAGE 48,Manhattan,605,WEST   48 STREET,10036
50114313,EL GALLO TAQUERIA,Manhattan,502,AMSTERDAM AVENUE,10024
41396661,STAND 320 - PREMIO,Bronx,1,EAST  161 STREET,10451
40937824,CAFE ALICE,Manhattan,5,EAST   47 STREET,10017
50004999,RASA,Manhattan,25,WEST    8 STREET,10011
50050636,THE NORM,Brooklyn,200,EASTERN PARKWAY,11238
50088242,GRIMALDIS PIZZERIA,Brooklyn,1,FRONT STREET,11201
40380520,ANNAM BRAHAM RESTAURANT,Queens,84-43,164 STREET,11432
50116794,Lamonte,Brooklyn,557,DRIGGS AVENUE,11211
50071474,BEST BAGEL & COFFEE,Manhattan,225,WEST   35 STREET,10001
50115513,CAFE REBARY,Manhattan,1071,5 AVENUE,10128
50125881,,Manhattan,186,MOTT STREET,10012
41458571,WESTVILLE,Manhattan,246,WEST   18 STREET,10011
41405889,FISH MARKET RESTAURANT,Manhattan,111,SOUTH STREET,10038
41529703,ON THE ROCKS,Manhattan,696,10 AVENUE,10019
50102329,PINE AND GINGER,Brooklyn,685,BROADWAY,11206
50126056,EVALYN'S TAP HOUSE,Brooklyn,236,BUTLER STREET,11217
50014213,SUGARDADDY'S,Queens,51-07,27 STREET,11101
50002478,VILLA TAPIA RESTAURANT,Bronx,245,BROOK AVENUE,10454
50056428,WENDY'S,Brooklyn,9001,DITMAS AVENUE,11236
50067695,NEW YONG SHENG,Queens,11919,101ST AVE,11419
50106639,ADOM CUISINE,Bronx,613,EAST TREMONT AVENUE,10457
50074809,MOONSTRUCK EATERY,Manhattan,250,EAST   58 STREET,10022
40587273,DUNKIN,Queens,4513,QUEENS BOULEVARD,11104
50060759,MET LIFE TEA BAR,Manhattan,200,PARK AVE,10017
50089524,CROWN FRIED CHICKEN,Queens,10302,SPRINGFIELD BLVD,11429
50071926,PENNSY BAR,Manhattan,2,PENN PLAZA,10121
50111268,GOLDSTAR,Manhattan,200,WEST   14 STREET,10011
41265582,TIAN JIN CHINESE RESTAURANT,Queens,13502,ROOSEVELT AVENUE,11354
50095083,THE SCREEN DOOR,Brooklyn,145,DRIGGS AVENUE,11222
50108486,PAN,Queens,1563,DECATUR STREET,11385
50101440,PEEKABOOO,Queens,4707,34TH AVE,11101
41370589,DELI & GRILL,Brooklyn,5001,4 AVENUE,11220
50032793,BLACK FLAMINGO,Brooklyn,168,BORINQUEN PLACE,11211
50107826,MAGNOLIA BAKERY,Manhattan,240,CENTRAL PARK SOUTH,10019
50112175,BLACK LAB COFFEE INC.,Manhattan,420,AMSTERDAM AVENUE,10024
40799593,SING SING KARAOKE,Manhattan,81,AVENUE A,10009
41010433,LONDEL'S SUPPER CLUB,Manhattan,2620,FREDERICK DOUGLASS BOULEVARD,
50118245,NEW LUCK GARDEN,Manhattan,1954,AMSTERDAM AVENUE,10032
50017755,CALEDONIA,Manhattan,1609,2 AVENUE,10028
50125963,,Manhattan,199,BOWERY,10002
41602357,JUST MADE SUSHI (DD MARU),Manhattan,267,WEST   17 STREET,10011
50117454,PANADERIA EL TRIGAL,Brooklyn,5707,5 AVENUE,11220
50012223,PIZZA STUDIO,Bronx,444,EAST FORDHAM ROAD,10458
40922958,NICE MATIN,Manhattan,201,WEST   79 STREET,10024
50079526,CITY BEER,Manhattan,200,EAST   39 STREET,10016
50104924,NY Business Licensing Group,Brooklyn,1204,HALSEY STREET,11207
50001827,SIMON'S BBQ,Brooklyn,4823,8 AVENUE,11220
41718493,ON TRACK BAR (O.T.B.),Brooklyn,141,BROADWAY,11211
50093440,VIVI BUBBLE TEA,Brooklyn,790,MANHATTAN AVENUE,11222
50088342,LE MISTRAL,Brooklyn,330,5 STREET,11215
40752293,AMERICAN COFFEE SHOP,Brooklyn,108,MOORE STREET #3,11206
41602875,PURBIRD,Brooklyn,82,6 AVENUE,11217
50082966,VANGUARD WINE BAR,Manhattan,252,WEST   51 STREET,10019
50102540,LUCKY TEX-MEXICAN & CHINESE FOOD,Queens,18821,UNION TPKE,11366
50048058,POPEYES,Queens,9220,JAMAICA AVE,11421
50087994,SUPER RICE,Brooklyn,6515,18 AVENUE,11204
50091852,SUSANO'S PIZZERIA & RESTAURANT II,Queens,9512,35TH AVE,11372
50045635,STATUS Q,Brooklyn,8218,3 AVENUE,11209
41636931,GOTHAM CAFE,Manhattan,1298,2 AVENUE,10065
41613203,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,86,EAST   98 STREET,11212
41583286,SHAKE SHACK,Brooklyn,409,FULTON STREET,11201
50050646,CROWN FRIED CHICKEN PIZZA & COFFEE SHOP,Brooklyn,108,MALCOLM X BOULEVARD,11221
50110035,SALVATORES,Brooklyn,291,3 AVENUE,11215
50075907,NEW SUN DELI,Bronx,416,EAST  189 STREET,10458
40721417,LOKI BAR & BENCHMARK RESTAURANT,Brooklyn,304,5 AVENUE,11215
50089409,KA LOK KITCHEN,Queens,13418,NORTHERN BLVD,11354
50073193,KARAKATTA,Manhattan,230,THOMPSON STREET,10012
40759602,HALE & HEARTY SOUP,Manhattan,849,LEXINGTON AVENUE,10065
50073259,KAM FUNG,Brooklyn,5221,AVENUE N,11234
41299914,CHUNG MOO ROLL RICE & DONGA,Queens,3904,UNION STREET,11354
41704990,CORAZON LATINO,Queens,13840,84 DRIVE,11435
