bar_pub_name,borough,building,address,zip,phone,latitude,longitude
BARCELONA BAR,Manhattan,923,8 AVENUE,10019,2122453212,40.765176525035,-73.984007691697
BARCLAYS RISE COFFEE BAR,Manhattan,43,WEST   23 STREET,10010,7173831437,40.742162475318,-73.991021429843
BARRACUDA BAR,Manhattan,275,WEST   22 STREET,10011,2126458613,40.744388817752,-73.998394052353
BARROW STREET ALE HOUSE,Manhattan,15,BARROW STREET,10014,2126910282,40.732621995998,-74.002698957072
BARROW'S PUB,Manhattan,463,HUDSON STREET,10014,2127419349,40.731499225499,-74.00666068247
BARRY'S BOOTCAMP FUEL BAR,Manhattan,1,YORK ST,10013,6465695310,40.721077397195,-74.005754128297
BAYA BAR,Manhattan,232,MULBERRY STREET,10012,6466697170,40.722647477819,-73.995977426469
BEACON BAR,Manhattan,2130,BROADWAY,10023,2127871100,40.780730657065,-73.981378854767
BEACON THEATRE SATELLITE BAR,Manhattan,2124,BROADWAY,10023,2123248015,40.7805577458,-73.981429455055
BEACON THEATRE WINDOW BAR 2ND,Manhattan,2124,BROADWAY,10023,2123248015,40.7805577458,-73.981429455055
BEAUTY BAR,Manhattan,231,EAST   14 STREET,10003,2125391389,40.732950588683,-73.986360817814
BEER PUB (BRIDGE PUB),Manhattan,4,PENN PLZ,10121,2124656273,40.750654836632,-73.991944239076
BELSE PLANT CUISINE BAR AND BREWERY,Manhattan,265,BOWERY,10002,6468580081,40.723426839495,-73.992853083659
BERK'S BAR,Manhattan,21,EAST   52 STREET,10022,2127545031,40.759424737802,-73.975414408462
BIDDY'S PUB,Manhattan,301,EAST   91 STREET,10128,2125344785,40.78091025387,-73.9490616211
BIG BAR,Manhattan,73,EAST    7 STREET,10003,2127776969,40.727392481603,-73.98672636244
BILL'S BAR & BURGER ROCKEFELLER CENTER,Manhattan,45,ROCKEFELLER CENTER,10111,2127058510,40.759260547027,-73.977843784017
BILL'S BAR AND BURGER DOWNTOWN,Manhattan,85,WEST STREET,10006,2128943800,40.70966931174,-74.014929307453
BLAGGARD'S PUB,Manhattan,8,WEST   38 STREET,10018,2123822611,40.751208353675,-73.983354175874
BLESS BAR & KITCHEN,Manhattan,3496,BROADWAY,10031,3477683344,40.82498371787,-73.951488382054
BLUE & GOLD BAR,Manhattan,79,EAST    7 STREET,10003,2127771006,40.727290897459,-73.986488258603
BLUE BAR LOBBY (ALGONQUIN HOTEL),Manhattan,59,WEST   44 STREET,10036,2128406800,40.755547576189,-73.981754088561
BLUE JAVA COFFEE BAR - BUTLER LIBRARY,Manhattan,535,WEST  114 STREET,10027,2128541972,40.806236144809,-73.963729523583
BLUE MOUNTAIN HEIGHTS CAFE & BAR,Manhattan,499,WEST  158 STREET,10032,6469985905,40.833430086355,-73.941432443979
BLUE RIBBON BAR,Manhattan,34,DOWNING STREET,10014,2126910404,40.729256879532,-74.003893084297
BLUE RIBBON SUSHI BAR,Manhattan,225,LIBERTY ST - SPACE #244,,2127860808,0.0,0.0
BLUE RIBBON SUSHI BAR,Manhattan,30,ROCKEFELLER PLAZA,10112,2129370204,40.758747437799,-73.978692223615
BLUE RIBBON SUSHI BAR & GRILL,Manhattan,6,COLUMBUS CIRCLE,10019,2123970404,40.767580803283,-73.983108189087
BLUE RIBBON SUSHI BAR & GRILL,Manhattan,84,WILLIAM STREET,10038,2122290404,40.708020402084,-74.007938774978
BLUE RIBBON SUSHI BAR & GRILL ROOF DECK,Manhattan,6,COLUMBUS CIRCLE,10019,2122290404,40.767580803283,-73.983108189087
BNP PARIBAS COFFEE BAR,Manhattan,787,7 AVENUE,10019,8663723035,40.761948488597,-73.982622296463
"BOBBY VAN'S , LEA WINE BAR",Manhattan,230,PARK AVENUE,10169,2128675490,40.75450075314,-73.975950427165
BON BON JUICE BAR & GRILL,Manhattan,334,AUDUBON AVENUE,10033,2015984639,40.849133050825,-73.932053195828
BOND 45 ITALIAN KITCHEN AND BAR,Manhattan,221,WEST   46 STREET,10036,2128694545,40.759017559548,-73.986091953893
BOTANICA BAR,Manhattan,47,EAST HOUSTON STREET,10012,2123437251,40.724821275803,-73.994584681095
BOWERY BEER GARDEN,Manhattan,93,BOWERY,10002,2123438111,40.717174392591,-73.995476330591
BRADY'S BAR,Manhattan,1583,2 AVENUE,10028,2128616070,40.775433620871,-73.953532090009
BRANDY'S PIANO BAR,Manhattan,235,EAST   84 STREET,10028,2127444949,40.777135582011,-73.954061663781
BRAZEN FOX KITCHEN AND BAR,Manhattan,106,3 AVENUE,10003,2123531063,40.732703702279,-73.987616534622
BREAK BAR,Manhattan,458,9 AVENUE,10018,2129330929,40.75436046049,-73.995574859133
BROADSTONE BAR & KITCHEN,Manhattan,88,BROAD STREET,10004,6467070426,40.704048408527,-74.011588259152
BROOKLYN ROASTING COFFEE BAR (PWC),Manhattan,300,MADISON AVENUE,10017,7186122803,40.752228818454,-73.979712138651
BROOME STREET BAR,Manhattan,363,WEST BROADWAY,10013,2129252086,40.723116860955,-74.003124280993
BROWN SUGAR BAR & RESTAURANT,Manhattan,5060,BROADWAY,10034,6466883504,40.869919087519,-73.915753941277
BUDDHA BAR NEW YORK,Manhattan,62,THOMAS STREET,10013,9173929009,40.716844871895,-74.007384294521
BUDDHA BEER BAR,Manhattan,4476,BROADWAY,10040,6468612595,40.857268600999,-73.93232682396
BUENA VISTA RESTAURANT & BAR,Manhattan,536,9 AVENUE,10018,9178611775,40.756896532162,-73.993726599692
C Lounge Restaurant & Hookah Bar,Manhattan,14,AVENUE C,10009,9176393396,40.721095183906,-73.981016782804
CALLIES TAQUERIA & TEQUILA BAR,Manhattan,547,LENOX AVENUE,10037,9172620990,40.815805163616,-73.939623570903
CANTINA CAQUERIA & TEQUILIA BAR,Manhattan,2099,FREDERICK DOUGLASS BOULEVARD,,7577549410,0.0,0.0
CANTINA TAQUERIA & TEQUILA BAR,Manhattan,329,LENOX AVENUE,10027,2126347665,40.808756506906,-73.944777624629
CARNAVAL SMOOTHIES AND JUICE BAR,Manhattan,2360,8 AVENUE,10027,6468387209,40.811204639783,-73.950396649095
"CASA MONO, BAR JAMON (NEXT DOOR)",Manhattan,52,IRVING PLACE,10003,2122532773,40.735956215416,-73.98731642956
CASA TUYA BAR & KITCHEN,Manhattan,25,SHERMAN AVENUE,10040,6463704184,40.862645936323,-73.92846740589
CASK BAR & KITCHEN,Manhattan,167,EAST   33 STREET,10016,2123004924,40.745419020608,-73.979457986551
CASSIDY'S PUB,Manhattan,65,WEST   55 STREET,10019,2123970814,40.762493679864,-73.976868043238
CAT SPORTS PUB,Manhattan,96,GREENWICH STREET,10006,9173272832,40.708135159507,-74.013525878099
CELON BAR & LOUNGE,Manhattan,40,WEST   40 STREET,10018,2126422211,40.753052909376,-73.983891505185
CENTER BAR,Manhattan,10,COLUMBUS CIRCLE,10019,2128239482,40.767808491195,-73.982266967297
CENTRAL PARK TENNIS SNACK BAR,Manhattan,0,WEST 96 STREET,,2123160800,0.0,0.0
CENTRIC BAR & GRILL,Manhattan,75,WALL STREET,10005,2125901234,40.705478749301,-74.007873549509
CHAMPAGNE BAR AND ROSE CLUB,Manhattan,768,FIFTH AVE,10019,2125463000,40.7641481437,-73.973950630007
CHELSEA PIERS GOLF BAR AND LOUNGEQ,Manhattan,59,CHELSEA PIERS,10011,2123366831,40.747992386672,-74.008495743918
CHELTON'S BAR AND GRILL (DOUBLETREE BY HILTON),Manhattan,128,WEST   29 STREET,10001,6466169638,40.747064624135,-73.991067683837
CHIKALICIOUS DESSERT BAR,Manhattan,203,EAST   10 STREET,10003,2129959511,40.729590997049,-73.986368724227
CITY BEER,Manhattan,200,EAST   39 STREET,10016,2125342337,40.748813559439,-73.975714286802
CLANDESTINO CAFE AND BAR,Manhattan,35,CANAL STREET,10002,2124755505,40.714637964045,-73.99101793736
"CLEO RESTAURANT, YOURS TRULY BAR & LOUNGE",Manhattan,444,PARK AVENUE SOUTH,10016,2124810200,40.744697739719,-73.983081533353
CLOVE INDIAN RESTAURANT BAR,Manhattan,1592,AMSTERDAM AVENUE,10031,6469186644,40.821217532574,-73.950551744079
COFFEE BAR,Manhattan,225,LIBERTY STREET,10280,2129818588,40.711530166285,-74.015672785414
COLLAGE BISTRO & BAR,Manhattan,342,WEST   40 STREET,10018,2127066210,40.756473732441,-73.992008504149
CONNOLLY'S PUB,Manhattan,14,EAST   47 STREET,10017,2128673767,40.756282459109,-73.977718445279
CONNOLLY'S PUB,Manhattan,43,WEST   54 STREET,10019,2124890271,40.761651029722,-73.976821409485
COOL FRESH JUICE BAR,Manhattan,2661,BROADWAY,10025,6465065554,40.79797883963,-73.96936120543
CORK WINE BAR,Manhattan,69,THOMPSON STREET,10012,6466698169,40.724352007366,-74.003073830174
"CORNER BAR, LOBBY BAR",Manhattan,9,ORCHARD STREET,10002,6462986947,40.7148219319,-73.991937764813
CRAFT BEER GARDEN,Manhattan,4,PENN PLZ,10121,2124656302,40.750654836632,-73.991944239076
CRAVE FISH BAR,Manhattan,428,AMSTERDAM AVENUE,10024,6464942750,40.784169154624,-73.977586301962
CRAVE FISH BAR,Manhattan,945,2 AVENUE,10022,6468959585,40.755017689672,-73.968428147336
CREPE AND HOT CHOCOLATE BAR BY UNITED CHOCOLATE WORKS,Manhattan,20,UNION SQUARE WEST,10003,6462729081,40.736609791786,-73.990679378381
CROMPTON ALE HOUSE,Manhattan,159,WEST   26 STREET,10001,2126580089,40.745486522177,-73.993031154604
CRUDO BAR,Manhattan,306,WEST   13 STREET,10014,6468961404,40.739217644363,-74.003438986216
Carmine Street Beer,Manhattan,52,CARMINE STREET,10014,2126332337,40.729951314638,-74.003604478126
DAI HACHI SUSHI & BAR,Manhattan,1074,2 AVENUE,10022,2128880788,40.75896107432,-73.965527710838
DALTON'S BAR & GRILL,Manhattan,611,9 AVENUE,10036,2122455511,40.759358470861,-73.991961230799
DAN JONES COFFEE BAR,Manhattan,954,3 AVENUE,10022,6468284710,40.760347720672,-73.967386006202
DEATH AVENUE BAR & GRIL,Manhattan,315,10 AVENUE,10001,2126958080,40.750981732143,-74.001779350221
DIAGEO EMPLOYEE BAR (41st floor),Manhattan,175,GREENWICH STREET,10007,2122028000,40.710967893711,-74.012357769399
DIVE BAR,Manhattan,732,AMSTERDAM AVENUE,10025,2127494358,40.793831831,-73.970536878988
DIVE BAR LOUNGE,Manhattan,667,10 AVENUE,10036,6464498604,40.762690690821,-73.993256769183
DJ REYNOLDS PUB AND RESTAURANT,Manhattan,351,WEST   57 STREET,10019,2122452912,40.767325711553,-73.984310423617
"DOMODOMO KITCHEN, RAW BAR",Manhattan,138-140,W HOUSTON ST,10012,6467070301,40.727821420367,-74.001710177992
DONUT PUB,Manhattan,203,WEST   14 STREET,10011,2129290126,40.738748341271,-74.000144342577
DRAUGHT 55 BAR & KITCHEN,Manhattan,245,EAST   55 STREET,10022,2123004096,40.758511490599,-73.967433834067
DY JUICE BAR,Manhattan,24,VESTRY STREET,10013,6462647763,40.722600619893,-74.007832287875
E'S BAR,Manhattan,511,AMSTERDAM AVENUE,10024,2128770961,40.786699435471,-73.975714859025
EARL'S BEER & CHEESE,Manhattan,1259,PARK AVENUE,10029,2122891581,40.787435752033,-73.951891412337
EAST END BAR & GRILL,Manhattan,1672,3 AVENUE,10128,2012480366,40.783669340062,-73.950453351627
ED'S LOBSTER BAR,Manhattan,155,GRAND STREET,10013,7323714625,40.719954926476,-73.998910522028
EL CARTEL TAPAS BAR & RESTAURANT,Manhattan,613,9 AVENUE,10036,2125406613,40.759413363246,-73.991921517577
EL JEFE CANTINA SPORTS BAR,Manhattan,186,DYCKMAN STREET,10040,6464550155,40.864371152444,-73.926534914835
EL MAS SABROSO JUICE BAR,Manhattan,501,WEST  167 STREET,10032,9292172745,40.83938412107,-73.937545697733
EL NUEVO JOBO RESTAURANT & BAR,Manhattan,3915,BROADWAY,10032,2127401616,40.83823358363,-73.941836578938
EL POLLO VERDE/ CINDY LOU'S COOKIES/ MARKET BAR,Manhattan,450,WEST   33 STREET,10001,3236558000,40.753567304304,-73.998837782767
EL PORTON BAR & RESTAURANT,Manhattan,3151,BROADWAY,10027,2126657338,40.814315191017,-73.959299573149
ELIS WINE BAR,Manhattan,1012,AMSTERDAM AVENUE,10025,9175442557,40.802783341084,-73.964009540077
ELLA KITCHEN AND BAR,Manhattan,249,COLUMBUS AVENUE,10023,2125799929,40.77705777194,-73.979032964257
EMERGENCY SNACK BAR PLUS,Manhattan,206,AUDUBON AVENUE,10033,7185145397,40.845121944479,-73.934984938786
EMPIRE HOTEL LOBBY BAR,Manhattan,44,WEST   63 STREET,10023,6463547814,40.771486487081,-73.982414008303
ENJOY KITCHEN & BAR,Manhattan,582,WEST  207 STREET,10034,6463989321,40.866930877166,-73.920736351987
ESPERANTO RESTAURANT BAR AND JUGO,Manhattan,145,AVENUE C,10009,2125056559,40.725373721239,-73.977920034758
ESTRELLAS PROTEIN BAR,Manhattan,520,WEST  145 STREET,10031,3478495325,40.825556028905,-73.948413052731
FARLEY'S BAR,Manhattan,4,PENN PLZ,10121,2124656273,40.750654836632,-73.991944239076
FASANO FIFTH AVENUE BAR,Manhattan,815,5 AVENUE,10065,9293305792,40.766518995301,-73.971354055142
FELICE 64 WINE BAR,Manhattan,1166,1 AVENUE,10065,2125932223,40.762637169816,-73.959750018443
FILÉ GUMBO BAR,Manhattan,275,CHURCH STREET,10013,2063005101,40.718574201969,-74.005057670039
FISH BAR,Manhattan,237,EAST    5 STREET,10003,6463190293,40.727326963728,-73.990283807935
FITZGERALD'S PUB,Manhattan,336,THIRD AVENUE,10010,2126796931,40.739965655283,-73.982328535776
FLANNERY'S BAR,Manhattan,205,WEST   14 STREET,10011,2122292122,40.738767554558,-74.000184036839
FLORA BAR,Manhattan,945,MADISON AVENUE,10021,6317038780,40.773450240645,-73.964198756002
FOREVER COFFEE BAR,Manhattan,714,WEST  181 STREET,10033,6468820009,40.850367952562,-73.936450951568
FOUNDRY KITCHEN & BAR,Manhattan,270,WEST   43 STREET,10036,2122012700,40.757475252254,-73.98830856107
FOUQUETS RESTURANT AND BAR,Manhattan,456,GREENWICH STREET,10013,429188,40.723563905347,-74.009520823412
FREEHAND NEW YORK - GEORGE WASHINGTON BAR,Manhattan,23,LEXINGTON AVENUE,10010,2124751920,40.739691505171,-73.984591210857
GABRIEL'S BAR & RESTAURANT,Manhattan,40,CENTRAL PARK SOUTH,10019,9175392844,40.765078821657,-73.974870813753
GADFLY BAR,Manhattan,258,WEST   15 STREET,10011,9789734186,40.739906628772,-74.000790289401
GARDEN GRILL & BAR,Manhattan,63,WEST   35 STREET,10001,2126091030,40.749979073434,-73.986158813337
GARDEN PUB,Manhattan,4,PENN PLZ,10121,2124656302,40.750654836632,-73.991944239076
GARDEN PUB,Manhattan,4,PENN PLZ,10121,2124656273,40.750654836632,-73.991944239076
GARLIC PIZZA BAR,Manhattan,629,2 AVENUE,10016,6465599500,40.745031275801,-73.97570484415
GEBHARD'S BEER CULTURE,Manhattan,228,WEST   72 STREET,10023,9176393420,40.779133448168,-73.982906655264
GG’S SMOOTHIE & JUICE WELLNESS BAR,Manhattan,2162,3 AVENUE,10035,3476453265,40.799347327114,-73.938988420346
GOLD BAR A BT5,Manhattan,4,PENN PLZ,10121,2124656273,40.750654836632,-73.991944239076
GOLD BAR B BT6,Manhattan,4,PENN PLZ,10121,2124656273,40.750654836632,-73.991944239076
GOOD BEER,Manhattan,422,EAST    9 STREET,10009,2126774836,40.727696767033,-73.983746123561
GRAMERCY ALE HOUSE,Manhattan,272,3 AVENUE,10010,6466783566,40.737896325608,-73.983833838798
GRAND SALON AND BAR,Manhattan,28,WEST   53 STREET,10019,2127908800,40.761061022645,-73.977402789864
GRANNY ANNIE'S BAR & KITCHEN,Manhattan,425,MAIN STREET,10044,6465968582,40.758495354412,-73.952627103875
GREY BAR & RESTAURANT,Manhattan,43,WEST   26 STREET,10010,2125322643,40.744220964256,-73.990017887719
GUADALUPE BAR AND GRILL,Manhattan,597,WEST  207 STREET,10034,2123041083,40.867243898022,-73.920913140154
GWB JUICE BAR,Manhattan,4211,BROADWAY,10033,6465902538,40.848609124306,-73.937446639149
GYM SPORTS BAR,Manhattan,167,8 AVENUE,10011,2123372439,40.742514155091,-74.000519662762
HANGAR BAR,Manhattan,115,CHRISTOPHER STREET,10014,2126272044,40.733220259636,-74.005394354534
HARDWARE BAR,Manhattan,697,10 AVENUE,10036,2129249885,40.763225894791,-73.992863236153
HARLEM ALE HOUSE,Manhattan,101,WEST  127 STREET,10027,3476410850,40.809269879972,-73.944997553648
HARLEM FOOD BAR,Manhattan,2100,FREDERICK DOUGLASS BOULEVARD,,2122229570,0.0,0.0
HARRY'S NEW YORK BAR,Manhattan,36,CENTRAL PARK SOUTH,10019,2125216217,40.765045867947,-73.974795016342
HAVANA NY RESTAURANT & BAR,Manhattan,58,WEST   38 STREET,10018,2129440990,40.751702574736,-73.984527064302
HAYMAKER BAR & KITCHEN,Manhattan,252,WEST   29 STREET,10001,6464298237,40.748464663249,-73.994395078935
HEALTHY GREEN JUICE BAR,Manhattan,65,NASSAU STREET,10038,6464389048,40.709343332753,-74.008609828903
HI LIFE BAR & GRILL,Manhattan,477,AMSTERDAM AVENUE,10024,2127877199,40.785585236733,-73.976534989596
HIGH BAR,Manhattan,346,WEST   40 STREET,10018,2016965611,40.756509419815,-73.992087909519
HOLLAND BAR,Manhattan,532,9 AVENUE,10018,2125024609,40.756800469512,-73.993798799698
HOOPS CABARET AND SPORTS BAR,Manhattan,48,WEST   33 STREET,10001,2125644480,40.748634255565,-73.987147987779
HOUNDSTOOTH PUB,Manhattan,520,8 AVENUE,10018,2126430034,40.753605486254,-73.992416708652
HUDSON BAR AND BOOKS,Manhattan,636,HUDSON STREET,10014,2122292642,40.73865488759,-74.005499444447
HUI RESTAURANT AND BAR,Manhattan,314,EAST   70 STREET,10021,6468690339,40.767157360591,-73.9585559398
HUNGRY GHOST COFFEE BAR AND CAFE AT TISCH,Manhattan,721,BROADWAY,10003,2022706688,40.729292444103,-73.993512725375
HUTAOLI MUSIC RESTAURANT & BAR,Manhattan,42,WEST   33 STREET,10001,9172616989,40.748598563934,-73.987061376289
"IL FORNO, IRON BAR",Manhattan,713,8 AVENUE,10036,2122471978,40.759004103738,-73.988514042648
INATESSO PIZZA BAR CASANO,Manhattan,28,WEST STREET,10006,2122678000,40.706951852588,-74.015945824424
INTERCONTINENTAL BARCLAY - BAR,Manhattan,111,EAST   48 STREET,10017,2127555900,40.755543331821,-73.973979274354
INTERNATIONAL BAR,Manhattan,102,1 AVENUE,10009,2126774595,40.726522310707,-73.986051859151
INWOOD BAR AND GRILL,Manhattan,4892,BROADWAY,10034,6465290736,40.867203830167,-73.922532960377
INWOOD LOCAL WINE BAR & BEER GARDEN,Manhattan,4957,BROADWAY,10034,2125448900,40.867935204661,-73.92038443672
ISLAND CUISINE RESTAURANT AND SMOOTHIE BAR,Manhattan,2492,AC POWELL BOULEVARD,10030,3479813637,40.821393270058,-73.939260787909
JACK DEMSEY'S PUB,Manhattan,36,WEST   33 STREET,10001,2126299899,40.748387159231,-73.986556145104
JACK DOYLES PUB & RESTAURANT,Manhattan,240,WEST   35 STREET,10001,2122681255,40.752164413748,-73.991377396662
"JEAN-GEORGES SIMPLY TACOS, TASTY NACHO BAR",Manhattan,4,PENN PLZ,10121,2124656273,40.750654836632,-73.991944239076
JEFFREY'S GROCERY RESTAURANT & OYSTER BAR,Manhattan,172,WAVERLY PLACE,10014,6463987630,40.733928528991,-74.001244864328
JEJU NOODLE BAR,Manhattan,679,GREENWICH STREET,10014,6466660947,40.73292370707,-74.007494330648
JEREMY'S ALE HOUSE,Manhattan,228,FRONT STREET,10038,2129643537,40.707543067555,-74.002106411292
JOE'S PUB,Manhattan,425,LAFAYETTE STREET,10003,2125398778,40.728924564943,-73.992217478407
JOHN DOE BAR & KITCHEN,Manhattan,253,5 AVENUE,10016,6468824007,40.744835507503,-73.987166767892
JOHN SULLIVAN'S PUB,Manhattan,210,WEST   35 STREET,10001,2129937223,40.751909103574,-73.990767461497
JOHNNY'S BAR,Manhattan,90,GREENWICH AVENUE,10011,2127415279,40.737738254285,-74.001797037737
JONES DAY CAFE & COFFEE BAR,Manhattan,250,VESEY STREET,10281,2129017027,40.714521963959,-74.015677098865
JORDAN JUICE AND SALAD BAR,Manhattan,4462,BROADWAY,10040,6468691563,40.856922871291,-73.932507927194
JORDAN SNACK BAR AND BURGER,Manhattan,4419,BROADWAY,10040,3476146804,40.855778671661,-73.933112787657
JOSIE WOOD'S PUB,Manhattan,11,WAVERLY PLACE,10003,2122289909,40.730033566227,-73.994172933544
JOSIE'S BAR,Manhattan,520,EAST    6 STREET,10009,2122289532,40.725171515811,-73.983284940046
JUICCTOO JUICE BAR,Manhattan,1546,MADISON AVENUE,10029,5167703866,40.792611650951,-73.950244427047
JUICE BAR NYC,Manhattan,1371,3 AVENUE,10075,2126500163,40.77378012502,-73.957645574168
JUICE BAR PLUS,Manhattan,700,3 AVENUE,10017,2128670887,40.751969562918,-73.973580045221
JUKE BAR,Manhattan,301,EAST   12 STREET,10003,9149073094,40.730867212674,-73.985549415275
JULIANO'S ESPRESSO BAR,Manhattan,1378,LEXINGTON AVENUE,10128,2129874540,40.782583627131,-73.953339311533
JUN-MEN RAMEN BAR,Manhattan,249,9 AVENUE,10001,6468526787,40.747860952156,-74.000339251634
KABOOZ'S BAR & GRILLE,Manhattan,0,AMTRAK LEVEL,,2127600848,0.0,0.0
KAIA WINE BAR,Manhattan,1614,3 AVENUE,10128,2127220490,40.781748611076,-73.951859428166
KANA TAPAS BAR & RESTAURANT,Manhattan,324,SPRING STREET,10013,2123438180,40.725993041785,-74.009301091655
KARAMELO BAR & KITCHEN,Manhattan,141,NAGLE AVENUE,10040,3478438268,40.861025159844,-73.926274713756
KATSUYA/S BAR,Manhattan,450,WEST   33 STREET,10001,3236558000,40.753567304304,-73.998837782767
KAZZA WINE BAR,Manhattan,708,WEST  177 STREET,10033,6464767887,40.847602293643,-73.938347598441
KEY BAR,Manhattan,432,EAST   13 STREET,10009,2124783021,40.73028760212,-73.982237301472
KGB BAR,Manhattan,85,EAST    4 STREET,10003,2125053360,40.726385474656,-73.989887077565
KNICKERBOCKER BAR & GRILL,Manhattan,33,UNIVERSITY PLACE,10003,2122288490,40.731968639466,-73.994450594757
LA CASA DEL MOFONGO AND PIANO BAR,Manhattan,546,WEST  207 STREET,10034,2125448888,40.865972542051,-73.920122864308
LA MACARENA RESTAURANT & SPORTS BAR,Manhattan,234,WEST   48 STREET,10036,2122650828,40.760447524973,-73.985654875055
LA PALAPA TACO BAR,Manhattan,600,11 AVENUE,10036,2127577774,40.76245205893,-73.997122946666
LA VELA DINING AND BAR,Manhattan,558,11 AVENUE,10036,2126952112,40.761104402898,-73.998090426223
LANDSHARK BAR & GRILL,Manhattan,560,7 AVENUE,10018,2122213007,40.7548402337,-73.987832579315
LANGOS BAR,Manhattan,137,RIVINGTON STREET,10002,3474210062,40.719462808854,-73.986374411212
LATITUDE BAR & GRILL,Manhattan,783,8 AVENUE,10036,2122453034,40.760807269827,-73.987188947052
"LEGASEA ,  BAR MOXY",Manhattan,485,7 AVENUE,10018,2122681088,40.752457950673,-73.989543829055
LEGENDARY JUICE BAR,Manhattan,2304,AMSTERDAM AVENUE,10033,3477581809,40.843803936519,-73.93404651748
LIBRARY BAR,Manhattan,353,WEST   57 STREET,10019,2125546303,40.767342185515,-73.984350131038
LIFFY II BAR,Manhattan,5009,BROADWAY,10034,2125447669,40.869151521375,-73.917071021305
LIVE HEALTHY JUICE BAR,Manhattan,2372,AMSTERDAM AVENUE,10033,2129287575,40.845889050938,-73.932522779771
LOBBY BAR,Manhattan,701,7 AVENUE,10036,6469431582,40.759286347772,-73.984543344215
LOCKSMITH WINE & BURGER BAR,Manhattan,4463,BROADWAY,10040,2123049463,40.857337210735,-73.932312293782
LOEWS REGENCY BAR AND GRILL / SANT AMBROEUS,Manhattan,540,PARK AVENUE,10065,2123394130,40.764300564268,-73.968795555298
LOIS BAR,Manhattan,98,AVENUE C,10009,2124751400,40.723823136692,-73.979031738474
LOLA LOLA RESTAURANT & BAR,Manhattan,1306,SAINT NICHOLAS AVENUE,10033,6465590930,40.84571282717,-73.936350598581
LUCKY SEVEN TAPAS BAR,Manhattan,1455,ST NICHOLAS AVENUE,10033,2127407777,40.85031659291,-73.933009862166
LUKE'S BAR & GRILL,Manhattan,1394,THIRD AVENUE,10075,2122497070,40.774501809212,-73.957143252533
La Mina Bar Restaurant,Manhattan,3859,10 AVENUE,10034,6463422879,40.864053340993,-73.91921409974
MACAO RESTAURANT AND BAR,Manhattan,311,CHURCH STREET,10013,2124318642,40.719713316676,-74.004159481889
MACCHIATO ESPRESSO & WINE BAR,Manhattan,1501,BROADWAY,10036,9173882938,40.7570962405,-73.986193424352
MACCHIATO ESPRESSO BAR,Manhattan,565,FIFTH AVENUE,10017,2125575707,40.755876384813,-73.978505451764
MAMA'S BAR,Manhattan,34,AVENUE B,10009,7183047741,40.722520041562,-73.983083577405
MAMASITA BAR,Manhattan,818,10 AVENUE,10019,2123159444,40.767416905874,-73.989779739609
MARBLE DESERT BAR,Manhattan,27,BEDFORD STREET,10014,9123441711,40.72921022829,-74.003593613749
MARLIN BAR AT TOMMY BAHAMA AND TOMMY BAHAMA RESTAURANT AND B,Manhattan,551,5 AVENUE,10176,2125370960,40.755610292397,-73.979317671301
MAX BRENNER CHOCOLATE BAR,Manhattan,841,BROADWAY,10003,6464678803,40.734235588132,-73.990896210912
MAXWELL'S BAR & RESTAURANT,Manhattan,1325,5 AVENUE,10029,6466570993,40.797699696507,-73.948608088055
MCCOY'S PUB,Manhattan,768,9 AVENUE,10019,9179290363,40.764342637391,-73.988307350922
MCGEES PUB,Manhattan,240,WEST   55 STREET,10019,2129573536,40.764945783499,-73.982751471017
MCHALE'S BAR & GRILL,Manhattan,251,WEST   51 STREET,10019,2129575138,40.762470273155,-73.984585920742
MCKENNA'S PUB,Manhattan,250,WEST   14 STREET,10011,2122552889,40.739146326535,-74.001125878852
MCSORLEY'S OLD ALE HOUSE,Manhattan,15,EAST    7 STREET,10003,2122542570,40.728584000789,-73.989536765481
"MEGAN'S BAR AND KITCHEN, KEVIN'S PUB",Manhattan,7,WEST   45 STREET,10036,2128692225,40.755670815603,-73.980100910639
MEL'S BURGER BAR,Manhattan,2850,BROADWAY,10025,2128657100,40.80459559009,-73.96637090138
MELODY'S PIANO BAR,Manhattan,1020,LEXINGTON AVENUE,10021,9175765096,40.770957237352,-73.961824512961
MERCURY BAR,Manhattan,659,9 AVENUE,10036,2122627755,40.760813113598,-73.990899783807
MERIENDA SNACK BAR,Manhattan,2192,AMSTERDAM AVENUE,10032,6463603793,40.840325040838,-73.936587075449
MERMAID OYSTER BAR,Manhattan,79,MACDOUGAL STREET,10012,2122600100,40.72877111183,-74.001533409377
MET LIFE TEA BAR,Manhattan,200,PARK AVE,10017,6462999383,40.754155038895,-73.976556932062
METLIFE COFFEE BAR,Manhattan,200,PARK AVE,10017,9173092522,40.754155038895,-73.976556932062
MIGARBA WINE BAR CAFE 4TUSA,Manhattan,310,BLEECKER STREET,10014,9175888361,40.732739986812,-74.003886072104
MILANO'S BAR,Manhattan,51,EAST HOUSTON STREET,10012,2122268844,40.724769118335,-73.994440373167
MILK AND CREAM BAR,Manhattan,159,MOTT STREET,10013,3479228099,40.719501985617,-73.996309508736
MILK BAR,Manhattan,1186,BROADWAY,10001,8653350037,40.745601453484,-73.988660719736
MILK BAR,Manhattan,235,WEST   57 STREET,10019,2128435100,40.766312541878,-73.981902750705
MILK BAR AT CAMP,Manhattan,110,5 AVENUE,10011,9174732192,40.737416892269,-73.992598982818
